Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL
Yi Yi,2000,Edward Yang,"['Wu Nien-jen', 'Issey Ogata', 'Elaine Jin', 'Kelly Lee', 'Jonathan Chang', 'Hsi-Sheng Chen', 'Su-Yun Ko', 'Tao Chuang Cheng', 'Shu-shen Hsiao', 'Adriene Lin', 'Pang Chang Yu', 'Ru-Yun Tang', 'Hsu Shu-Yuan', 'Hsin-Yi Tseng', 'Yung-Feng Lee', 'Shi-hui Chin', 'Wu Jie', 'Kuo-Chih Shu', 'Leon Dai', 'Mei-Yun Yu', 'Chi-Tung Yu', 'Lawrence Ko', 'Liang-Tso Liu', 'Li-Hua Chen', 'Yi-Wen Chen', 'Shau-Ching Sung', 'Luo Bei An', 'Antonio Lee', 'Danny Deng', 'Ray Fan', 'Chien-Hsiung Cheng', 'Cheng Yuan-Cheng', 'Ju-Yin Tsai', 'Jerry Sun', 'Tzu-chieh Miao', 'Tang Tsung Sheng', 'Wang Chi-tsan', 'Jianchang Li', 'Kenjiro Tsuda', 'Wei-Ning Wu', 'Hui-Ling Chang', 'Hsu Kuei-ying', 'Allen Lu', 'Shih-Ping Yang', 'Tzu-Yen Yeh', 'Cheryl Yang', 'Wan-Yun Lee', 'Hsiao-Wei Lin', 'Yiting Wu', 'Cheng-Kai Wang', 'Nien-Chu Hsieh', 'Shi-Chi Chen', 'Kuang-Ting Hsiang', 'Yen-Chun Lin', 'Hsin-yi Wen', 'An-yi Wen', 'Tzu-Ai Tsai', 'Yao-Wen Liu', 'Wei-Chun Wu', 'Szu-Chia Huang', 'Ming-Min Yeh', 'Yilian He', 'Katherine Lee', 'Tricia Chen', 'Christine Cheng', 'Fiona Chen', 'Cheng-Wan Pieh', 'Kate Yeung', 'Shih-hue Tu', 'Yu-Lung Yin', 'Lien-Lien Hsiao', 'Xianghua Ye', 'Sharon Mao', 'Liang-Hsin Hsieh', 'Mitsu Sudo', 'Kiyotaka Ueno', 'Norihiko Hashimoto', 'Christian Storms', 'Azusa Naito', 'Hui-Hui Chiang', 'Stephanie Michelle Lord', 'Morgan Reynolds', 'Tamara Robertson', 'Song-en Hu', 'Shou-yao Liu', 'Kai-Li Peng', 'Edward Yang']",4.53,4.5,['Drama'],173,"['Japan', 'Taiwan']",Chinese,"['Chinese', 'English', 'Japanese']","['Omega Project', 'AtomFilms', 'Nemuru Otoko Seisaku Iinkai', 'Capitol Films']",110641,76591,47654,6600,120,200,152,572,784,3088,5055,15597,17187,34099,76854,https://letterboxd.com/film/yi-yi/
City of God,2002,Fernando Meirelles,"['Alexandre Rodrigues', 'Leandro Firmino', 'Phellipe Haagensen', 'Douglas Silva', 'Jonathan Haagensen', 'Matheus Nachtergaele', 'Seu Jorge', 'Jefechander Suplino', 'Alice Braga', 'Roberta Rodrigues', 'Luis Otávio', 'Darlan Cunha', 'Thiago Martins', 'Gero Camilo', 'Daniel Zettel', 'Charles Paraventi', 'Dani Ornellas', 'Micael Borges', 'Lúcio Andrey', 'Marcelo Mello Jr.', 'Babu Santana', 'Mary Sheila', 'Paulo Lins', 'Olivia Araújo', 'Graziella Moretto', 'Tulé Peak', 'Kikito Junqueira', 'Renato de Souza', 'Edson Oliveira', 'Kiko Marques', 'Emerson Gomes', 'Michel Gomes', 'Ana Felipe']",4.52,5.0,"['Drama', 'Crime']",130,"['Brazil', 'France', 'Germany']",Portuguese,['Portuguese'],"['O2 Filmes', 'VideoFilmes', 'Wild Bunch', 'Hank Levine Film', 'Globo Filmes', 'Lumière', 'Lei do Audiovisual Ministério da Cultura Audiovisual']",677865,138213,259874,26000,350,667,515,2495,2733,15152,24587,99777,92905,215551,454732,https://letterboxd.com/film/city-of-god/
Schindler's List,1993,Steven Spielberg,"['Liam Neeson', 'Ben Kingsley', 'Ralph Fiennes', 'Caroline Goodall', 'Jonathan Sagall', 'Embeth Davidtz', 'Malgorzata Gebel', 'Shmuel Levy', 'Mark Ivanir', 'Béatrice Macola', 'Andrzej Seweryn', 'Friedrich von Thun', 'Krzysztof Luft', 'Harry Nehring', 'Norbert Weisser', 'Adi Nitzan', 'Michael Schneider', 'Miri Fabian', 'Anna Mucha', 'Albert Misak', 'Michael Gordon', 'Aldona Grochal', 'Jacek Wójcicki', 'Beata Paluch', 'Piotr Polk', 'Ezra Dagan', 'Beata Deskur', 'Rami Heuberger', 'Leopold Kozlowski', 'Jerzy Nowak', 'Uri Avrahami', 'Adam Siemion', 'Magdalena Dandourian', 'Paweł Deląg', 'Shabtai Konorti', 'Oliwia Dabrowska', 'Henryk Bista', 'Tadeusz Bradecki', 'Wojciech Klata', 'Elina Löwensohn', 'Ewa Kolasińska-Szramel', 'Bettina Kupfer', 'Grzegorz Kwas', 'Vili Matula', 'Stanislaw Koczanowicz', 'Hans-Jörg Assmann', 'Geno Lechner', 'August Schmölzer', 'Ludger Pistor', 'Beata Rybotycka', 'Branko Lustig', 'Artus-Maria Matthiessen', 'Hans-Michael Rehberg', 'Eugeniusz Priwieziencew', 'Michael Z. Hoffmann', 'Erwin Leder', 'Jochen Nickel', 'Andrzej Welminski', 'Daniel Del-Ponte', 'Marian Glinka', 'Grzegorz Damięcki', 'Stanisław Brejdygant', 'Olaf Lubaszenko', 'Haymon Maria Buttinger', 'Peter Appiano', 'Jacek Pulanecki', 'Tomasz Dedek', 'Sławomir Holland', 'Martin Semmelrogge', 'Tadeusz Huk', 'Alexander Held', 'Piotr Cyrwus', 'Joachim Paul Assböck', 'Osman Ragheb', 'Maciej Orłoś', 'Marek Wrona', 'Zbigniew Kozłowski', 'Marcin Grzymowicz', 'Dieter Witting', 'Magdalena Komornicka', 'Agnieszka Krukówna', 'Anemona Knut', 'Jeremy Flynn', 'Agnieszka Wagner', 'Jan Jurewicz', 'Wiesław Komasa', 'Maciej Kozłowski', 'Martin Bergmann', 'Wilhelm Manske', 'Peter Flechtner', 'Sigurd Bemme', 'Etl Szyc', 'Lucyna Zabawa', 'Ruth Farhi', 'Jerzy Sagan', 'Dariusz Szymaniak', 'Dirk Bender', 'Maciej Winkler', 'Radosław Krzyżowski', 'Jacek Link-Lenczowski', 'Hanna Kossowska', 'Maja Ostaszewska', 'Sebastian Skalski', 'Ryszard Radwański', 'Piotr Kadlcik', 'Lech Niebielski', 'Thomas Morris', 'Sebastian Konrad', 'Lidia Wyrobiec-Bank', 'Ravit Ferera', 'Agnieszka Korzeniowska', 'Dominika Bednarczyk', 'Alicja Kubaszewska', 'Danny Marcu', 'Hans Rosner', 'Edward Linde-Lubaszenko', 'Alexander Strobele', 'Georges Kern', 'Alexander Buczolich', 'Michael Schiller', 'Götz Otto', 'Wolfgang Seidenberg', 'Hubert Kramar', 'Razia Israeli', 'Dorit Seadia', 'Esti Yerushalmi', 'Marta Bizoń', 'Maciej Kowalewski', 'Zuzanna Lipiec', 'Maria Peszek', 'Leopold Pfefferberg', 'Leopold Rosner', 'Emilie Schindler', 'Katarzyna Śmiechowicz']",4.51,5.0,"['History', 'Drama', 'War']",195,['USA'],English,"['English', 'German', 'Polish', 'Hebrew (modern)']",['Amblin Entertainment'],1118188,192637,339722,13000,856,1431,859,4503,4375,27394,34577,149076,120351,292092,635514,https://letterboxd.com/film/schindlers-list/
Ikiru,1952,Akira Kurosawa,"['Takashi Shimura', 'Haruo Tanaka', 'Nobuo Kaneko', 'Bokuzen Hidari', 'Miki Odagiri', 'Shinichi Himori', 'Minoru Chiaki', 'Minosuke Yamada', 'Kamatari Fujiwara', 'Makoto Kobori', 'Nobuo Nakamura', 'Atsushi Watanabe', 'Isao Kimura', 'Masao Shimizu', 'Yūnosuke Itō', 'Yoshie Minami', 'Kumeko Urabe', 'Eiko Miyoshi', 'Noriko Honma', ""Yatsuko Tan'ami"", 'Kin Sugai', 'Kyôko Seki', 'Kusuo Abe', ""Tomo'o Nagai"", 'Seiji Miyaguchi', 'Daisuke Katō', 'Hiroshi Hayashi', 'Fuyuki Murakami', 'Hirayoshi Aono', 'Toranosuke Ogawa', 'Akira Sera', 'Ichirō Chiba', 'Akira Tani', 'Yōyō Kojima', 'Toshiyuki Ichimura', 'Harue Kuramoto', 'Rasa Saya', 'Taizō Fukami', 'Tateo Kawasaki', 'Keiichirô Katsumoto', 'Haruko Toyama', 'Sachio Sakai', 'Shōichi Hirose', 'Kôji Uno', 'Yaeko Izumo', 'Jirô Mitsuaki', 'Sôkichi Maki', 'Haruo Suzuki', 'Takeo Nagashima', 'Kazuo Imai', 'Shigeo Katô', 'Hiroshi Akitsu', 'Ippei Kawagoe', 'Mitsuo Tsuda', 'Keiji Sakakida', 'Takuzō Kumagai', 'Tsuneo Katagiri', 'Junpei Natsuki', 'Hiroshi Koizumi', ""Jun'ichirō Mukai"", 'Sōjirō Motoki', 'Kyoko Aoyama']",4.51,4.5,['Drama'],143,['Japan'],Japanese,['Japanese'],['TOHO'],132321,82378,52876,4600,71,155,128,570,853,3604,6530,20877,20809,37780,91377,https://letterboxd.com/film/ikiru/
La Haine,1995,Mathieu Kassovitz,"['Vincent Cassel', 'Hubert Koundé', 'Saïd Taghmaoui', 'Abdel Ahmed Ghili', 'Solo', 'Joseph Momo', 'Héloïse Rauth', 'Rywka Wajsbrot', 'Olga Abrego', 'Laurent Labasse', 'Choukri Gabteni', 'Nabil Ben Mhamed', 'Benoît Magimel', 'Médard Niang', 'Arash Mansour', 'Abdel-Moulah Boujdouni', 'Mathilde Vitry', 'Christian Moro', 'Édouard Montoute', 'JiBi', 'Félicité Wouassi', 'Fatou Thioune', 'Thang-Long', 'Cut Killer', 'Sabrina Houicha', 'Sandor Weltmann', 'François Levantal', 'Julie Mauduech', 'Karin Viard', 'Peter Kassovitz', 'Christophe Rossignon', 'Vincent Lindon', 'Mathieu Kassovitz', 'Anthony Souter', 'Florent Lavandeira', 'Teddy Marques', 'Samir Khelif', 'Tadek Lokcinski', 'Virginie Montel', 'Andrée Damant', 'Marcel Marondo', 'Karim Belkhadra', 'Marc Duret', 'Eric Pujol', 'Philippe Nahon', 'Sébastien Tavel', 'François Toumarkine', 'José Dalmat', 'Zinedine Soualem', 'Bernie Bonvoisin', 'Cyril Ancelin', 'Patrick Médioni']",4.51,4.5,['Drama'],98,['France'],French,['French'],"['Kasso Productions', 'La Sept Cinéma', 'Les Productions Lazennec', 'Canal+', 'StudioCanal']",512572,129774,219275,34000,368,655,530,2264,3063,14074,25811,89623,81458,154319,372165,https://letterboxd.com/film/la-haine/
Ran,1985,Akira Kurosawa,"['Tatsuya Nakadai', 'Akira Terao', 'Jinpachi Nezu', 'Daisuke Ryū', 'Mieko Harada', 'Yoshiko Miyazaki', 'Mansai Nomura', 'Hisashi Igawa', 'Shinnosuke Ikehata', 'Masayuki Yui', 'Kazuo Kato', 'Norio Matsui', 'Toshiya Ito', 'Heihachiro Suzuki', 'Kenji Kodama', 'Haruko Tōgō', 'Reiko Nanjo', 'Tokie Kanda', 'Sawako Kochi', 'Kumeko Otowa', 'Takeshi Katō', 'Jun Tazaki', 'Hitoshi Ueki', 'Takao Zushi', 'Yoshitaka Zushi', 'Tetsuo Yamashita', 'Akihiko Sugizaki', 'Masaaki Sasaki', 'Satoru Fukasaku', 'Susumu Terajima']",4.5,4.5,"['Drama', 'History', 'Action']",160,"['Japan', 'France']",Japanese,['Japanese'],"['Nippon Herald Films', 'Greenwich Film Production', 'Herald Ace', 'TOHO']",168222,84763,61538,4000,96,198,209,825,1148,4797,8493,27488,26503,44887,114644,https://letterboxd.com/film/ran/
A Brighter Summer Day,1991,Edward Yang,"['Chang Chen', 'Lisa Yang', 'Chang Kuo-Chu', 'Elaine Jin', 'Chuan Wang', 'Han Chang', 'Chiang Hsiu-Chiung', 'Stephanie Lai', 'Wang Chi-tsan', 'Lawrence Ko', 'Tan Chih-Kang', 'Chang Ming-Hsin', 'Jung Chun-Lung', 'Hui-Kuo Chou', 'Chi-Chung Liu', 'Ching-Hsiang Ho', 'Chang-Ta Tsai', 'Tsung-Ming Lee', 'Hsiao-Tsui Tang', 'Ming-Ying Chiang', 'Hung-Ming Lin', 'Wang Bosen', 'Hung-Yu Chen', 'Tien-Hsiang Yang', 'Hsiao-Wei Liao', 'Cheng-Ching Lin', 'Ming-Hsun Lee', 'Tai-song Chen', 'Ming-Che Lee', 'Ming-Che Lee', 'Yi-Cheng Chung', 'Chia-Hsien Ho', 'Kang-Nien Cheng', 'Hsien-Liang Hsu', 'Chih-Chien Tang', 'Chien-Hung Tseng', 'Yiwen Cao', 'Martin Liu', 'Yi-Chun Chang', 'Yuan Ling', 'Alex Yang', 'Joyce Ni Shu-Chun', 'Weiming Wang', 'Ye-Ming Wang', 'Chien-Hsiung Cheng', 'De-Hai Chu', 'Pei-Min Shih', 'Liang-Tso Liu', 'Hang Shen', 'Yang-Yeh Fu', 'Lee Ching-Foo', 'Yi-Wen Chen', 'Jen-Chieh Lin', 'Cheng Yuan-Cheng', 'Yi-Chin Tsai', 'Feng Guoqiang', 'Yu-Lung Yin', 'Hsu Ming', 'Chin Tsai', 'Cho Ming', 'Wen-Yen Chang', 'Lien-Lien Hsiao', 'Emily Y. Chang', 'King Shih-Chieh', 'Lih-Ching Lin', 'Ru-Yun Tang', 'Chiu-Yun Lu', 'Chin Ling Tsao', 'Chin Ling Tsao', 'Hsiao Chih-wen', 'Liang-Yueh Chen', 'Li-Hua Chen', 'Ko-Chung Chang', 'Te-Ming Lu', 'Hsiao Ai', 'Hsi-Sheng Chen', 'Shu-Chuan Huang', 'Hung-Shen Shen', 'Meng Chi-Liang', 'Hung Hung', 'Ting-Ni Ma', 'Hu Hsiang-Ping', 'Pao-Kuei Sun', 'Vicky Chiang', 'Ming-Yang Shih', 'Li-Mei Chen', 'Chen Shiang-Chyi', 'Te-Nan Lai', 'Ju-Ping Lin', 'Danny Deng', 'Ming-Yu Shih', 'Heng-Cheng Lin', 'Yi-Hua Shih', 'Kuo-Chih Shu', 'Chang-Ju Kuo', 'Miao-hui Kao', 'Chang-Hao Liu', 'Hsieh Chung-Mou', 'Chung-Chang Tuan', 'Te-chien Hou', 'Tsu-Yun Lang', 'Tang Shiang-Chu', 'Lai-Fu Chen', 'Min-Nen Lee', 'Yu Wei-Yen', 'Dao Nan Wang', 'Chuang Wu', 'Le-Chin Wu', 'Tzu-Chiang Lee', 'Liping Yang', 'Katherine Hui-ling Chou', 'Yuen Ming-Hung', 'Bo Yuan']",4.49,4.0,"['Drama', 'Crime', 'Romance']",237,['Taiwan'],Chinese,"['Chinese', 'English']",['Yang & His Gang Filmmakers'],66438,59686,27813,3500,85,124,92,429,548,1902,3002,9064,9767,20318,45331,https://letterboxd.com/film/a-brighter-summer-day/
"The Good, the Bad and the Ugly",1966,Sergio Leone,"['Clint Eastwood', 'Eli Wallach', 'Lee Van Cleef', 'Aldo Giuffrè', 'Luigi Pistilli', 'Rada Rassimov', 'Enzo Petito', 'Claudio Scarchilli', 'Antonio Casale', 'Livio Lorenzon', 'Sandro Scarchilli', 'Benito Stefanelli', 'Angelo Novi', 'Antonio Casas', 'Aldo Sambrell', 'Al Mulock', 'Sergio Mendizábal', 'Antonio Molino Rojo', 'Lorenzo Robledo', 'Mario Brega', 'Chelo Alonso', 'Fortunato Arena', 'Román Ariznavarreta', 'Silvana Bacci', 'Joseph Bradley', 'Frank Braña', 'Amerigo Castrighella', 'Saturno Cerra', 'William Conroy', 'Axel Darna', 'Tony Di Mitri', 'Gianni Di Segni', 'Alberigo Donadeo', 'Attilio Dottesio', 'Luis Fernández de Eribe', 'Veriano Ginesi', 'Jesús Guzmán', 'Víctor Israel', 'Nazzareno Natale', 'Ricardo Palacios', 'Antonio Palombi', 'Romano Puppo', 'Antoñito Ruiz', 'Aysanoa Runachagua', 'Enrique Santiago', 'José Terrón', 'Franco Tocci', 'Antonio Montoya']",4.49,5.0,['Western'],161,"['USA', 'Italy', 'Spain', 'Germany']",Italian,['Italian'],"['United Artists', 'PEA', 'Arturo González Producciones Cinematográficas', 'Constantin Film']",554249,141082,194676,17000,264,621,440,2553,2848,16824,23295,78219,69816,140304,335184,https://letterboxd.com/film/the-good-the-bad-and-the-ugly/
The Lord of the Rings: The Return of the King,2003,Peter Jackson,"['Elijah Wood', 'Sean Astin', 'Viggo Mortensen', 'Ian McKellen', 'Andy Serkis', 'Dominic Monaghan', 'Billy Boyd', 'John Noble', 'David Wenham', 'Miranda Otto', 'John Rhys-Davies', 'Orlando Bloom', 'Bernard Hill', 'Karl Urban', 'Lawrence Makoare', 'Liv Tyler', 'Hugo Weaving', 'Cate Blanchett', 'Ian Holm', 'Sean Bean', 'Marton Csokas', 'Paul Norell', 'Noel Appleby', 'Ali Astin', 'David Aston', 'John Bach', 'Sadwyn Brophy', 'Alistair Browning', 'Richard Edge', 'Jason Fitch', 'Bruce Hopkins', 'Ian Hughes', 'Bret McKenzie', 'Sarah McLeod', 'Maisy McLeod-Riera', 'Bruce Phillips', 'Shane Rangi', 'Todd Rippon', 'Thomas Robins', 'Harry Sinclair', 'Peter Tait', 'Joel Tobeck', 'Stephen Ure', 'Sala Baker', 'Robert Pollock', 'Ross Duncan', 'Pete Smith', 'Jed Brophy', 'Lee Hartley', 'Billy Jackson', 'Katie Jackson', 'Alan Howard', 'Jane Abbott', 'Gino Acevedo', 'Aidan Bell', 'Jarl Benzon', 'Jørn Benzon', 'Emma Deakin', 'Michael Elsworth', 'Clint Elvy', 'Zo Hartley', 'Peter Jackson', 'Sandro Kopp', 'Andrew Lesnie', 'Joseph Mika-Hunt', 'Henry Mortensen', 'Craig Parker', 'Rick Porras', 'Christian Rivers', 'Michael Semanick', 'Howard Shore', 'John Stephenson', 'Richard Taylor', 'Royd Tolkien']",4.49,4.5,"['Fantasy', 'Adventure', 'Action']",201,"['New Zealand', 'USA']",English,['English'],"['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company']",1759603,218218,599255,44000,1408,3911,1460,10676,8225,54581,51909,197238,150505,499203,979116,https://letterboxd.com/film/the-lord-of-the-rings-the-return-of-the-king/
The Human Condition I: No Greater Love,1959,Masaki Kobayashi,"['Tatsuya Nakadai', 'Michiyo Aratama', 'Chikage Awashima', 'Ineko Arima', 'Sō Yamamura', 'Akira Ishihama', 'Kôji Nanbara', 'Seiji Miyaguchi', 'Tōru Abe', 'Masao Mishima', 'Eitarō Ozawa', 'Kōji Mitsui', 'Akitake Kôno', 'Nobuo Nakamura', 'Kyū Sazanka', 'Eijirō Tōno', 'Shinsuke Ashida', 'Keiji Sada', 'Yasushi Nagata', 'Yoshio Kosugi', 'Toshiko Kobayashi', 'Taiji Tonoyama', 'Akira Tani', 'Junji Masuda', 'Torahiko Hamada', 'Teruko Kishi', 'Takamaru Sasaki', 'Akio Isono', 'Jun Ōtomo', 'Junkichi Orimoto', 'Zenichi Inagawa', 'Shinichirō Minami', 'Hōsei Komatsu', 'Tokuko Sugiyama', 'Sue Mitobe', 'Nobuo Takagi', 'Masami Maehata', 'Keiji Tsuchida', 'Isao Suenaga', 'Jun Tanizaki', 'Hisashi Taki', 'Haruko Chichibu', 'Tsuneko Sasaki', 'Kanji Ōsugi', 'Ryuji Kita']",4.48,5.0,"['War', 'Drama', 'History']",206,['Japan'],Japanese,"['Japanese', 'Chinese']",['Ninjin Club'],28324,25170,10913,323,23,37,26,94,126,573,1200,4429,5135,7382,19025,https://letterboxd.com/film/the-human-condition-i-no-greater-love/
GoodFellas,1990,Martin Scorsese,"['Ray Liotta', 'Robert De Niro', 'Joe Pesci', 'Lorraine Bracco', 'Paul Sorvino', 'Frank Sivero', 'Tony Darrow', 'Mike Starr', 'Frank Vincent', 'Chuck Low', 'Frank DiLeo', 'Henny Youngman', 'Gina Mastrogiacomo', 'Catherine Scorsese', 'Charles Scorsese', 'Suzanne Shepherd', 'Debi Mazar', 'Margo Winkler', 'Welker White', 'Jerry Vale', 'Julie Garfield', 'Christopher Serrone', 'Elaine Kagan', 'Beau Starr', 'Kevin Corrigan', 'Michael Imperioli', 'Robbie Vinton', 'Johnny Williams', 'Daniel P. Conte', 'Tony Conforti', 'Frank Pellegrino', 'Ronald Maccone', 'Tony Sirico', ""Joseph D'Onofrio"", 'Steve Forleo', 'Richard Dioguardi', 'Frank Adonis', 'John Manca', 'Joseph Bono', 'Katherine Wallach', 'Mark Evan Jacobs', 'Angela Pietropinto', 'Marianne Leone Cooper', 'Marie Michaels', 'LoNardo', 'Melissa Prophet', 'Illeana Douglas', 'Susan Varon', 'Elizabeth Whitcraft', 'Clem Caserta', 'Samuel L. Jackson', 'Fran McGee', 'Paul Herman', 'Edward McDonald', 'Edward Hayes', 'Gina Mattia', 'Joel Calendrillo', 'Anthony Valentin', 'Edward D. Murphy', 'Michael Citriniti', 'Peter Hock', 'Erasmus C. Alfano', 'John Di Benedetto', 'Manny Alfaro', 'Thomas Lowry', 'Margaret Smith', 'Richard Mullally', 'Frank Albanese', 'Paul McIsaac', 'Bob Golub', 'Louis Eppolito', 'Tony Lip', 'Mikey Black', 'Peter Cicale', 'Anthony Powers', 'Vincent Pastore', 'Anthony Alessandro', 'Victor Colicchio', 'Mike Contessa', 'Philip Suriano', 'Paul Mougey', 'Norman Barbera', 'Anthony Polemeni', 'James Quattrochi', 'Lawrence Sacco', 'Dino Laudicina', 'Thomas E. Camuti', 'Andrew Scudiero', 'Irving Welzer', 'Jesse Kirtzman', 'Russell Halley', 'Spencer Bradley', 'Bob Altman', 'Joanna Bennett', 'Gayle Lewis', 'Gaetano Lisi', 'Luke Walter', 'Ed Deacy', 'Larry Silvestri', ""John 'Cha Cha' Ciarcia"", 'Vito Picone', 'Janis Corsair', 'Lisa D’Apolito', 'Frank Aquilino', 'Michael Calandrino', 'Vito Antuofermo', 'Vincent Gallo', 'Gaetano LoGiudice', 'Garry Pastore', 'Nicole Burdette', 'Stella Keitel', 'Dominique DeVito', 'Michaelangelo Graziano', 'Paula Kcira', 'Nadine Kay', 'Tony Ellis', 'Peter Onorati', 'Jamie deRoy', 'Joel Blake', 'H. Clay Dear', 'Thomas Hewson', 'Gene Canfield', 'Margaux Guerard', 'Violet Gaynor', 'Tobin Bell', 'Berlinda Tolbert', 'Nancy Cassaro', 'Adam Wandt', 'Joe Gioco', 'Isiah Whitlock Jr.', 'Alyson Jones', 'Ruby Gaynor', 'Bo Dietl', 'Frank Cassini', 'Anthony Caso', 'Lisa Bostnar', 'Billy L. Sullivan', 'Daniela Barbosa', 'Mark Jacobs', 'Vito Balsamo', 'Peter Fain']",4.48,4.5,"['Drama', 'Crime']",145,['USA'],English,"['English', 'Italian']",['Winkler Films'],1448549,287365,570446,51000,664,1380,870,5675,6137,40554,58915,231359,192173,425601,963328,https://letterboxd.com/film/goodfellas/
Spider-Man: Across the Spider-Verse,2023,"Joaquim Dos Santos, Justin K. Thompson","['Shameik Moore', 'Hailee Steinfeld', 'Jason Schwartzman', 'Oscar Isaac', 'Brian Tyree Henry', 'Luna Lauren Velez', 'Jake Johnson', 'Issa Rae', 'Karan Soni', 'Shea Whigham', 'Greta Lee', 'Amandla Stenberg', 'Jharrel Jerome', 'Andy Samberg', 'Jack Quaid', 'Rachel Dratch', 'Ziggy Marley', 'Jorma Taccone', 'Daniel Kaluuya', 'Mahershala Ali', 'J.K. Simmons', 'Donald Glover', 'Elizabeth Perkins', 'Kathryn Hahn', 'Ayo Edebiri', 'Nicole Delaney', 'Antonina Lentini', 'Atsuko Okatsuka', 'Peter Sohn', 'Melissa Sturm', 'Lorraine Velez', 'Nic Novicki', 'Taran Killam', 'Metro Boomin', 'Josh Keaton', 'Sofia Barclay', 'Danielle Perez', 'Yuri Lowenthal', 'Rita Rani Ahuja', 'Ismail Bashey', 'Oscar Camacho', 'Freddy Ferrari', 'Kerry Gutierrez', 'Kamal Khan', 'Angelo Sekou Kouyate', 'Andrew Leviton', 'David Michie', 'Sumit Naig', 'Juan Pacheco', 'Chrystee Pharris', 'Ben Pronsky', 'Al Rodrigo', 'Stan Sellers', 'Warren Sroka', 'Jasper Johannes Andrews', 'Gredel Berrios Calladine', 'Natalia Castellanos', 'Russell Tyre Francis', 'Deepti Gupta', 'Sohm Kapila', 'Pradnya Kuwadekar', 'Ashley London', 'Christopher Miller', 'Andrea Navedo', 'Lakshmi Patel', 'Jacqueline Pinol', 'Eliyas Qureshi', 'Lashana Rodriguez', 'Jaswant Dev Shrestha', 'Libby Thomas Dickey', 'Jason Linere-White', 'Sitara Attaie', 'Mayuri Bhandari', 'June Christopher', 'Michelle Jubilee Gonzalez', 'Marabina Jaimes', 'Rez Kempton', 'Lex Lang', 'Phil Lord', 'Richard Miro', 'Doug Nicholas', ""Shakira Ja'nai Paye"", 'James Pirri', 'Marley Ralph', 'Michelle Ruff', 'Dennis Singletary', 'Amanda Troop', 'Ruth Zalduondo', 'Kimberly Bailey', 'Sanjay Chandani', 'Melanie Duke', 'Jorge R. Gutierrez', 'Miguel Jiron', 'Deepti Kingra-Mickelsen', 'Luisa Leschin', 'Caitlin McKenna', 'Andrew Morgado', 'Arthur Ortiz', 'Eliana A. Perez', 'Juan Pope', 'Mike Rianda', 'Erika Scopelli', 'Narender Sood', 'Cedric L. Williams', 'Kimiko Glenn', 'Peggy Lu', 'Andrew Garfield', 'Denis Leary', 'Tobey Maguire', 'Cliff Robertson', 'Alfred Molina', 'Post Malone']",4.47,4.5,"['Animation', 'Adventure', 'Science Fiction', 'Action']",140,['USA'],English,"['English', 'Hindi', 'Italian', 'Spanish']","['Columbia Pictures', 'Sony Pictures Animation', 'Lord Miller', 'Pascal Pictures', 'Arad Productions', 'Marvel Entertainment']",1832121,372584,937699,44000,1784,2681,1538,8925,10985,53196,83884,296273,321437,748204,1528907,https://letterboxd.com/film/spider-man-across-the-spider-verse/
