Film_title;Release_year;Director;Genres;Owner_rating;Average_rating;Runtime;Countries;Original_Language;Spoken_Languages;Watches;List_Appearances;Likes;Cast;Studios;Letterboxd URL
Yi Yi;2000;Edward Yang;['Drama'];4.5;4.53;173;['Japan', 'Taiwan', 'UK'];Chinese;['Chinese', 'English', 'Japanese'];103025;71355;44169;['Wu Nien-Jen', 'Kelly Lee', 'Jonathan Chang', 'Issey Ogata', 'Elaine Jin', 'Hsi-Sheng Chen', 'Su-Yun Ko', 'Tao Chuang Cheng', 'Shu-shen Hsiao', 'Adriene Lin', 'Pang Chang Yu', 'Ru-Yun Tang', 'Shu-Yuan Hsu', 'Hsin-Yi Tseng', 'Yung-Feng Lee', 'Shi-hui Chin', 'Wu Jie', 'Kuo-Chih Shu', 'Leon Dai', 'Mei-Yun Yu', 'Chi-Tung Yu', 'Lawrence Ko', 'Liang-Tso Liu', 'Li-Hua Chen', 'Yi-Wen Chen', 'Shau-Ching Sung', 'Luo Bei An', 'Antonio Lee', 'Danny Deng', 'Ray Fan', 'Chien-Hsiung Cheng', 'Cheng Yuan-Cheng', 'Ju-Yin Tsai', 'Jerry Sun', 'Tzu-chieh Miao', 'Tang Tsung Sheng', 'Wang Chi-tsan', 'Jianchang Li', 'Kenjiro Tsuda', 'Wei-Ning Wu', 'Hui-Ling Chang', 'Hsu Kuei-ying', 'Allen Lu', 'Shih-Ping Yang', 'Tzu-Yen Yeh', 'Cheryl Yang', 'Wan-Yun Lee', 'Hsiao-Wei Lin', 'Yiting Wu', 'Cheng-Kai Wang', 'Nien-Chu Hsieh', 'Shi-Chi Chen', 'Kuang-Ting Hsiang', 'Yen-Chun Lin', 'Hsin-yi Wen', 'An-yi Wen', 'Tzu-Ai Tsai', 'Yao-Wen Liu', 'Wei-Chun Wu', 'Szu-Chia Huang', 'Ming-Min Yeh', 'Yilian He', 'Katherine Lee', 'Tricia Chen', 'Christine Cheng', 'Fiona Chen', 'Cheng-Wan Pieh', 'Kate Yeung', 'Shih-hue Tu', 'Yu-Lung Yin', 'Lien-Lien Hsiao', 'Xianghua Ye', 'Sharon Mao', 'Liang-Hsin Hsieh', 'Mitsu Sudo', 'Kiyotaka Ueno', 'Norihiko Hashimoto', 'Christian Storms', 'Azusa Naito', 'Hui-Hui Chiang', 'Stephanie Michelle Lord', 'Morgan Reynolds', 'Tamara Robertson', 'Song-en Hu', 'Shou-yao Liu', 'Kai-Li Peng', 'Edward Yang'];['Omega Project', 'AtomFilms', 'Nemuru Otoko Seisaku Iinkai', 'Capitol Films'];https://letterboxd.com//film/yi-yi/
City of God;2002;Fernando Meirelles;['Drama', 'Crime'];5;4.51;130;['Brazil', 'France', 'Germany'];Portuguese;['Portuguese'];615869;127394;233751;['Alexandre Rodrigues', 'Leandro Firmino', 'Phellipe Haagensen', 'Douglas Silva', 'Jonathan Haagensen', 'Matheus Nachtergaele', 'Seu Jorge', 'Jefechander Suplino', 'Alice Braga', 'Roberta Rodrigues', 'Luis Otávio', 'Darlan Cunha', 'Thiago Martins', 'Gero Camilo', 'Daniel Zettel', 'Charles Paraventi', 'Dani Ornellas', 'Micael Borges', 'Lúcio Andrey', 'Marcello Melo Jr.', 'Babu Santana', 'Mary Sheila', 'Paulo Lins', 'Olivia Araújo', 'Graziella Moretto', 'Tulé Peak', 'Kikito Junqueira', 'Renato de Souza', 'Edson Oliveira', 'Kiko Marques', 'Emerson Gomes', 'Michel Gomes', 'Ana Felipe'];['O2 Filmes', 'VideoFilmes', 'Wild Bunch', 'Hank Levine Film', 'Globo Filmes', 'Lumière', 'Lei do Audiovisual Ministério da Cultura Audiovisual'];https://letterboxd.com//film/city-of-god/
Schindler's List;1993;Steven Spielberg;['History', 'Drama', 'War'];5;4.51;195;['USA'];English;['English', 'German', 'Polish', 'Hebrew (modern)'];1016469;178572;308063;['Liam Neeson', 'Ben Kingsley', 'Ralph Fiennes', 'Caroline Goodall', 'Jonathan Sagall', 'Embeth Davidtz', 'Malgorzata Gebel', 'Shmuel Levy', 'Mark Ivanir', 'Béatrice Macola', 'Andrzej Seweryn', 'Friedrich von Thun', 'Krzysztof Luft', 'Harry Nehring', 'Norbert Weisser', 'Adi Nitzan', 'Michael Schneider', 'Miri Fabian', 'Anna Mucha', 'Albert Misak', 'Michael Gordon', 'Aldona Grochal', 'Jacek Wójcicki', 'Beata Paluch', 'Piotr Polk', 'Ezra Dagan', 'Beata Deskur', 'Rami Heuberger', 'Leopold Kozlowski', 'Jerzy Nowak', 'Uri Avrahami', 'Adam Siemion', 'Magdalena Dandourian', 'Paweł Deląg', 'Shabtai Konorti', 'Oliwia Dabrowska', 'Henryk Bista', 'Tadeusz Bradecki', 'Wojciech Klata', 'Elina Löwensohn', 'Ewa Kolasińska-Szramel', 'Bettina Kupfer', 'Grzegorz Kwas', 'Vili Matula', 'Stanislaw Koczanowicz', 'Hans-Jörg Assmann', 'Geno Lechner', 'August Schmölzer', 'Ludger Pistor', 'Beata Rybotycka', 'Branko Lustig', 'Artus-Maria Matthiessen', 'Hans-Michael Rehberg', 'Eugeniusz Priwieziencew', 'Michael Z. Hoffmann', 'Erwin Leder', 'Jochen Nickel', 'Andrzej Welminski', 'Daniel Del-Ponte', 'Marian Glinka', 'Grzegorz Damięcki', 'Stanisław Brejdygant', 'Olaf Lubaszenko', 'Haymon Maria Buttinger', 'Peter Appiano', 'Jacek Pulanecki', 'Tomasz Dedek', 'Sławomir Holland', 'Martin Semmelrogge', 'Tadeusz Huk', 'Alexander Held', 'Piotr Cyrwus', 'Joachim Paul Assböck', 'Osman Ragheb', 'Maciej Orłoś', 'Marek Wrona', 'Zbigniew Kozłowski', 'Marcin Grzymowicz', 'Dieter Witting', 'Magdalena Komornicka', 'Agnieszka Krukówna', 'Anemona Knut', 'Jeremy Flynn', 'Agnieszka Wagner', 'Jan Jurewicz', 'Wiesław Komasa', 'Maciej Kozłowski', 'Martin Bergmann', 'Wilhelm Manske', 'Peter Flechtner', 'Sigurd Bemme', 'Etl Szyc', 'Lucyna Zabawa', 'Ruth Farhi', 'Jerzy Sagan', 'Dariusz Szymaniak', 'Dirk Bender', 'Maciej Winkler', 'Radosław Krzyżowski', 'Jacek Lenczowski', 'Hanna Kossowska', 'Maja Ostaszewska', 'Sebastian Skalski', 'Ryszard Radwański', 'Piotr Kadlcik', 'Lech Niebielski', 'Thomas Morris', 'Sebastian Konrad', 'Lidia Wyrobiec-Bank', 'Ravit Ferera', 'Agnieszka Korzeniowska', 'Dominika Bednarczyk', 'Alicja Kubaszewska', 'Danny Marcu', 'Hans Rosner', 'Edward Linde-Lubaszenko', 'Alexander Strobele', 'Georges Kern', 'Alexander Buczolich', 'Michael Schiller', 'Götz Otto', 'Wolfgang Seidenberg', 'Hubert Kramar', 'Razia Israeli', 'Dorit Seadia', 'Esti Yerushalmi', 'Marta Bizoń', 'Maciej Kowalewski', 'Zuzanna Lipiec', 'Maria Peszek', 'Leopold Pfefferberg', 'Leopold Rosner', 'Emilie Schindler', 'Katarzyna Śmiechowicz'];['Amblin Entertainment'];https://letterboxd.com//film/schindlers-list/
Ikiru;1952;Akira Kurosawa;['Drama'];4.5;4.51;143;['Japan'];Japanese;['Japanese'];122973;76381;48919;"['Takashi Shimura', 'Haruo Tanaka', 'Nobuo Kaneko', 'Bokuzen Hidari', 'Miki Odagiri', 'Shinichi Himori', 'Minoru Chiaki', 'Minosuke Yamada', 'Kamatari Fujiwara', 'Makoto Kobori', 'Nobuo Nakamura', 'Atsushi Watanabe', 'Isao Kimura', 'Masao Shimizu', 'Yūnosuke Itō', 'Yoshie Minami', 'Kumeko Urabe', 'Eiko Miyoshi', 'Noriko Honma', ""Yatsuko Tan'ami"", 'Kin Sugai', 'Kyôko Seki', 'Kusuo Abe', ""Tomo'o Nagai"", 'Seiji Miyaguchi', 'Daisuke Katō', 'Hiroshi Hayashi', 'Fuyuki Murakami', 'Hirayoshi Aono', 'Toranosuke Ogawa', 'Akira Sera', 'Ichirō Chiba', 'Akira Tani', 'Yōyō Kojima', 'Toshiyuki Ichimura', 'Harue Kuramoto', 'Rasa Saya', 'Taizō Fukami', 'Tateo Kawasaki', 'Keiichirô Katsumoto', 'Haruko Toyama', 'Sachio Sakai', 'Shōichi Hirose', 'Kôji Uno', 'Yaeko Izumo', 'Jirô Mitsuaki', 'Sôkichi Maki', 'Haruo Suzuki', 'Takeo Nagashima', 'Kazuo Imai', 'Shigeo Katô', 'Hiroshi Akitsu', 'Ippei Kawagoe', 'Mitsuo Tsuda', 'Keiji Sakakida', 'Takuzō Kumagai', 'Tsuneo Katagiri', 'Junpei Natsuki', 'Hiroshi Koizumi', ""Jun'ichirō Mukai"", 'Sōjirō Motoki', 'Kyoko Aoyama']";['TOHO'];https://letterboxd.com//film/ikiru/
La Haine;1995;Mathieu Kassovitz;['Drama'];4.5;4.51;98;['France'];French;['French'];455545;118043;194460;['Vincent Cassel', 'Hubert Koundé', 'Saïd Taghmaoui', 'Abdel Ahmed Ghili', 'Solo', 'Joseph Momo', 'Héloïse Rauth', 'Rywka Wajsbrot', 'Olga Abrego', 'Laurent Labasse', 'Choukri Gabteni', 'Nabil Ben Mhamed', 'Benoît Magimel', 'Médard Niang', 'Arash Mansour', 'Abdel-Moulah Boujdouni', 'Mathilde Vitry', 'Christian Moro', 'Édouard Montoute', 'JiBi', 'Félicité Wouassi', 'Fatou Thioune', 'Thang-Long', 'Cut Killer', 'Sabrina Houicha', 'Sandor Weltmann', 'François Levantal', 'Julie Mauduech', 'Karin Viard', 'Peter Kassovitz', 'Christophe Rossignon', 'Vincent Lindon', 'Mathieu Kassovitz', 'Anthony Souter', 'Florent Lavandeira', 'Teddy Marques', 'Samir Khelif', 'Tadek Lokcinski', 'Virginie Montel', 'Andrée Damant', 'Marcel Marondo', 'Karim Belkhadra', 'Marc Duret', 'Eric Pujol', 'Philippe Nahon', 'Sébastien Tavel', 'François Toumarkine', 'José Dalmat', 'Zinedine Soualem', 'Bernie Bonvoisin', 'Cyril Ancelin', 'Patrick Médioni'];['Kasso Productions', 'La Sept Cinéma', 'Les Productions Lazennec', 'Canal+', 'StudioCanal'];https://letterboxd.com//film/la-haine/
The Good, the Bad and the Ugly;1966;Sergio Leone;['Western'];5;4.49;161;['USA', 'Italy', 'Spain', 'Germany'];Italian;['Italian'];511161;131337;179586;['Clint Eastwood', 'Eli Wallach', 'Lee Van Cleef', 'Aldo Giuffrè', 'Luigi Pistilli', 'Rada Rassimov', 'Enzo Petito', 'Claudio Scarchilli', 'Antonio Casale', 'Livio Lorenzon', 'Sandro Scarchilli', 'Benito Stefanelli', 'Angelo Novi', 'Antonio Casas', 'Aldo Sambrell', 'Al Mulock', 'Sergio Mendizábal', 'Antonio Molino Rojo', 'Lorenzo Robledo', 'Mario Brega', 'Chelo Alonso', 'Fortunato Arena', 'Román Ariznavarreta', 'Silvana Bacci', 'Joseph Bradley', 'Frank Braña', 'Amerigo Castrighella', 'Saturno Cerra', 'William Conroy', 'Axel Darna', 'Tony Di Mitri', 'Gianni Di Segni', 'Alberigo Donadeo', 'Attilio Dottesio', 'Luis Fernández de Eribe', 'Veriano Ginesi', 'Jesús Guzmán', 'Víctor Israel', 'Nazzareno Natale', 'Ricardo Palacios', 'Antonio Palombi', 'Romano Puppo', 'Antoñito Ruiz', 'Aysanoa Runachagua', 'Enrique Santiago', 'José Terrón', 'Franco Tocci', 'Antonio Montoya'];['United Artists', 'PEA', 'Arturo González Producciones Cinematográficas', 'Constantin Film'];https://letterboxd.com//film/the-good-the-bad-and-the-ugly/
Ran;1985;Akira Kurosawa;['Drama', 'History', 'Action'];4.5;4.49;160;['Japan', 'France'];Japanese;['Japanese'];157101;78730;57265;['Tatsuya Nakadai', 'Akira Terao', 'Jinpachi Nezu', 'Daisuke Ryū', 'Mieko Harada', 'Yoshiko Miyazaki', 'Mansai Nomura', 'Hisashi Igawa', 'Shinnosuke Ikehata', 'Masayuki Yui', 'Kazuo Kato', 'Norio Matsui', 'Toshiya Ito', 'Heihachiro Suzuki', 'Kenji Kodama', 'Haruko Tōgō', 'Reiko Nanjo', 'Tokie Kanda', 'Sawako Kochi', 'Kumeko Otowa', 'Takeshi Katō', 'Jun Tazaki', 'Hitoshi Ueki', 'Takao Zushi', 'Yoshitaka Zushi', 'Tetsuo Yamashita', 'Akihiko Sugizaki', 'Masaaki Sasaki', 'Satoru Fukasaku', 'Susumu Terajima'];['Nippon Herald Films', 'Greenwich Film Production', 'Herald Ace', 'TOHO'];https://letterboxd.com//film/ran/
A Brighter Summer Day;1991;Edward Yang;['Drama', 'Crime', 'Romance'];4;4.49;237;['Taiwan'];Chinese;['Chinese', 'English'];62641;56170;26196;['Chang Chen', 'Lisa Yang', 'Chang Kuo-Chu', 'Elaine Jin', 'Chuan Wang', 'Han Chang', 'Chiang Hsiu-Chiung', 'Stephanie Lai', 'Wang Chi-tsan', 'Lawrence Ko', 'Tan Chih-Kang', 'Chang Ming-Hsin', 'Jung Chun-Lung', 'Hui-Kuo Chou', 'Chi-Chung Liu', 'Ching-Hsiang Ho', 'Chang-Ta Tsai', 'Tsung-Ming Lee', 'Hsiao-Tsui Tang', 'Ming-Ying Chiang', 'Hung-Ming Lin', 'Wang Bosen', 'Hung-Yu Chen', 'Tien-Hsiang Yang', 'Hsiao-Wei Liao', 'Cheng-Ching Lin', 'Ming-Hsun Lee', 'Tai-song Chen', 'Ming-Che Lee', 'Ming-Che Lee', 'Yi-Cheng Chung', 'Chia-Hsien Ho', 'Kang-Nien Cheng', 'Hsien-Liang Hsu', 'Chih-Chien Tang', 'Chien-Hung Tseng', 'Yiwen Cao', 'Martin Liu', 'Yi-Chun Chang', 'Yuan Ling', 'Alex Yang', 'Joyce Ni Shu-Chun', 'Weiming Wang', 'Ye-Ming Wang', 'Chien-Hsiung Cheng', 'De-Hai Chu', 'Pei-Min Shih', 'Liang-Tso Liu', 'Hang Shen', 'Yang-Yeh Fu', 'Lee Ching-Foo', 'Yi-Wen Chen', 'Jen-Chieh Lin', 'Cheng Yuan-Cheng', 'Yi-Chin Tsai', 'Feng Guoqiang', 'Yu-Lung Yin', 'Hsu Ming', 'Chin Tsai', 'Cho Ming', 'Wen-Yen Chang', 'Lien-Lien Hsiao', 'Emily Y. Chang', 'King Shih-Chieh', 'Lih-Ching Lin', 'Ru-Yun Tang', 'Chiu-Yun Lu', 'Chin Ling Tsao', 'Chin Ling Tsao', 'Hsiao Chih-wen', 'Liang-Yueh Chen', 'Li-Hua Chen', 'Ko-Chung Chang', 'Te-Ming Lu', 'Hsiao Ai', 'Hsi-Sheng Chen', 'Shu-Chuan Huang', 'Hung-Shen Shen', 'Meng Chi-Liang', 'Hung Hung', 'Ting-Ni Ma', 'Hu Hsiang-Ping', 'Pao-Kuei Sun', 'Vicky Chiang', 'Ming-Yang Shih', 'Li-Mei Chen', 'Chen Shiang-Chyi', 'Te-Nan Lai', 'Ju-Ping Lin', 'Danny Deng', 'Ming-Yu Shih', 'Heng-Cheng Lin', 'Yi-Hua Shih', 'Kuo-Chih Shu', 'Chang-Ju Kuo', 'Miao-hui Kao', 'Chang-Hao Liu', 'Hsieh Chung-Mou', 'Chung-Chang Tuan', 'Te-chien Hou', 'Tsu-Yun Lang', 'Tang Shiang-Chu', 'Lai-Fu Chen', 'Min-Nen Lee', 'Yu Wei-Yen', 'Dao Nan Wang', 'Chuang Wu', 'Le-Chin Wu', 'Tzu-Chiang Lee', 'Liping Yang', 'Katherine Hui-ling Chou', 'Yuen Ming-Hung', 'Bo Yuan'];['Yang & His Gang Filmmakers'];https://letterboxd.com//film/a-brighter-summer-day/
Spider-Man: Across the Spider-Verse;2023;Joaquim Dos Santos, Justin K. Thompson;['Animation', 'Adventure', 'Science Fiction', 'Action'];4.5;4.49;140;['USA'];English;['English', 'Hindi', 'Italian', 'Spanish'];1497712;295393;779462;"['Shameik Moore', 'Hailee Steinfeld', 'Jason Schwartzman', 'Oscar Isaac', 'Brian Tyree Henry', 'Luna Lauren Velez', 'Jake Johnson', 'Issa Rae', 'Karan Soni', 'Shea Whigham', 'Greta Lee', 'Amandla Stenberg', 'Jharrel Jerome', 'Andy Samberg', 'Jack Quaid', 'Rachel Dratch', 'Ziggy Marley', 'Jorma Taccone', 'Daniel Kaluuya', 'Mahershala Ali', 'J.K. Simmons', 'Donald Glover', 'Elizabeth Perkins', 'Kathryn Hahn', 'Ayo Edebiri', 'Nicole Delaney', 'Antonina Lentini', 'Atsuko Okatsuka', 'Peter Sohn', 'Melissa Sturm', 'Lorraine Velez', 'Nic Novicki', 'Taran Killam', 'Metro Boomin', 'Josh Keaton', 'Sofia Barclay', 'Danielle Perez', 'Yuri Lowenthal', 'Rita Rani Ahuja', 'Ismail Bashey', 'Oscar Camacho', 'Freddy Ferrari', 'Kerry Gutierrez', 'Kamal Khan', 'Angelo Sekou Kouyate', 'Andrew Leviton', 'David Michie', 'Sumit Naig', 'Juan Pacheco', 'Chrystee Pharris', 'Ben Pronsky', 'Al Rodrigo', 'Stan Sellers', 'Warren Sroka', 'Jasper Johannes Andrews', 'Gredel Berrios Calladine', 'Natalia Castellanos', 'Russell Tyre Francis', 'Deepti Gupta', 'Sohm Kapila', 'Pradnya Kuwadekar', 'Ashley London', 'Christopher Miller', 'Andrea Navedo', 'Lakshmi Patel', 'Jacqueline Pinol', 'Eliyas Qureshi', 'Lashana Rodriguez', 'Jaswant Dev Shrestha', 'Libby Thomas Dickey', 'Jason Linere-White', 'Sitara Attaie', 'Mayuri Bhandari', 'June Christopher', 'Michelle Jubilee Gonzalez', 'Marabina Jaimes', 'Rez Kempton', 'Lex Lang', 'Phil Lord', 'Richard Miro', 'Doug Nicholas', ""Shakira Ja'nai Paye"", 'James Pirri', 'Marley Ralph', 'Michelle Ruff', 'Dennis Singletary', 'Amanda Troop', 'Ruth Zalduondo', 'Kimberly Bailey', 'Sanjay Chandani', 'Melanie Duke', 'Jorge R. Gutierrez', 'Miguel Jiron', 'Deepti Kingra-Mickelsen', 'Luisa Leschin', 'Caitlin McKenna', 'Andrew Morgado', 'Arthur Ortiz', 'Eliana A. Perez', 'Juan Pope', 'Mike Rianda', 'Erika Scopelli', 'Narender Sood', 'Cedric L. Williams', 'Kimiko Glenn', 'Peggy Lu', 'Andrew Garfield', 'Denis Leary', 'Tobey Maguire', 'Cliff Robertson', 'Alfred Molina', 'Post Malone']";['Columbia Pictures', 'Sony Pictures Animation', 'Lord Miller', 'Pascal Pictures', 'Arad Productions'];https://letterboxd.com//film/spider-man-across-the-spider-verse/
The Lord of the Rings: The Return of the King;2003;Peter Jackson;['Fantasy', 'Adventure', 'Action'];4.5;4.49;201;['New Zealand', 'USA'];English;['English'];1606099;202470;544637;['Elijah Wood', 'Sean Astin', 'Ian McKellen', 'Viggo Mortensen', 'Andy Serkis', 'Billy Boyd', 'Dominic Monaghan', 'Miranda Otto', 'David Wenham', 'John Noble', 'Orlando Bloom', 'John Rhys-Davies', 'Bernard Hill', 'Karl Urban', 'Liv Tyler', 'Lawrence Makoare', 'Ian Holm', 'Hugo Weaving', 'Cate Blanchett', 'Sean Bean', 'Marton Csokas', 'Paul Norell', 'Alan Howard', 'Noel Appleby', 'Ali Astin', 'David Aston', 'John Bach', 'Sadwyn Brophy', 'Alistair Browning', 'Richard Edge', 'Jason Fitch', 'Bruce Hopkins', 'Ian Hughes', 'Bret McKenzie', 'Sarah McLeod', 'Maisy McLeod-Riera', 'Bruce Phillips', 'Shane Rangi', 'Todd Rippon', 'Thomas Robins', 'Harry Sinclair', 'Peter Tait', 'Joel Tobeck', 'Stephen Ure', 'Sala Baker', 'Robert Pollock', 'Ross Duncan', 'Pete Smith', 'Jed Brophy', 'Lee Hartley', 'Billy Jackson', 'Katie Jackson', 'Jane Abbott', 'Gino Acevedo', 'Aidan Bell', 'Jarl Benzon', 'Jørn Benzon', 'Emma Deakin', 'Michael Elsworth', 'Clint Elvy', 'Zo Hartley', 'Peter Jackson', 'Sandro Kopp', 'Andrew Lesnie', 'Joseph Mika-Hunt', 'Henry Mortensen', 'Craig Parker', 'Rick Porras', 'Christian Rivers', 'Michael Semanick', 'Howard Shore', 'John Stephenson', 'Richard Taylor', 'Royd Tolkien'];['New Line Cinema', 'WingNut Films', 'The Saul Zaentz Company'];https://letterboxd.com//film/the-lord-of-the-rings-the-return-of-the-king/
The Human Condition I: No Greater Love;1959;Masaki Kobayashi;['War', 'Drama', 'History'];5;4.48;206;['Japan'];Japanese;['Japanese', 'Chinese'];26733;23401;10228;['Tatsuya Nakadai', 'Michiyo Aratama', 'Chikage Awashima', 'Ineko Arima', 'Sō Yamamura', 'Akira Ishihama', 'Kôji Nanbara', 'Seiji Miyaguchi', 'Tōru Abe', 'Masao Mishima', 'Eitarō Ozawa', 'Kōji Mitsui', 'Akitake Kôno', 'Nobuo Nakamura', 'Kyū Sazanka', 'Eijirō Tōno', 'Shinsuke Ashida', 'Keiji Sada', 'Yasushi Nagata', 'Yoshio Kosugi', 'Toshiko Kobayashi', 'Taiji Tonoyama', 'Akira Tani', 'Junji Masuda', 'Torahiko Hamada', 'Teruko Kishi', 'Takamaru Sasaki', 'Akio Isono', 'Jun Ōtomo', 'Junkichi Orimoto', 'Zenichi Inagawa', 'Shinichirō Minami', 'Hōsei Komatsu', 'Tokuko Sugiyama', 'Sue Mitobe', 'Nobuo Takagi', 'Masami Maehata', 'Keiji Tsuchida', 'Isao Suenaga', 'Jun Tanizaki', 'Hisashi Taki', 'Haruko Chichibu', 'Tsuneko Sasaki', 'Kanji Ōsugi', 'Ryuji Kita'];['Ninjin Club', 'Shochiku', 'TOHO'];https://letterboxd.com//film/the-human-condition-i-no-greater-love/
GoodFellas;1990;Martin Scorsese;['Drama', 'Crime'];4.5;4.48;145;['USA'];English;['English', 'Italian'];1318764;268343;518778;"['Ray Liotta', 'Robert De Niro', 'Joe Pesci', 'Lorraine Bracco', 'Paul Sorvino', 'Frank Sivero', 'Tony Darrow', 'Mike Starr', 'Frank Vincent', 'Chuck Low', 'Frank DiLeo', 'Henny Youngman', 'Gina Mastrogiacomo', 'Catherine Scorsese', 'Charles Scorsese', 'Suzanne Shepherd', 'Debi Mazar', 'Margo Winkler', 'Welker White', 'Jerry Vale', 'Julie Garfield', 'Christopher Serrone', 'Elaine Kagan', 'Beau Starr', 'Kevin Corrigan', 'Michael Imperioli', 'Robbie Vinton', 'Johnny Williams', 'Daniel P. Conte', 'Tony Conforti', 'Frank Pellegrino', 'Ronald Maccone', 'Tony Sirico', ""Joseph D'Onofrio"", 'Steve Forleo', 'Richard Dioguardi', 'Frank Adonis', 'John Manca', 'Joseph Bono', 'Katherine Wallach', 'Mark Evan Jacobs', 'Angela Pietropinto', 'Marianne Leone Cooper', 'Marie Michaels', 'LoNardo', 'Melissa Prophet', 'Illeana Douglas', 'Susan Varon', 'Elizabeth Whitcraft', 'Clem Caserta', 'Samuel L. Jackson', 'Fran McGee', 'Paul Herman', 'Edward McDonald', 'Edward Hayes', 'Gina Mattia', 'Joel Calendrillo', 'Anthony Valentin', 'Edward D. Murphy', 'Michael Citriniti', 'Peter Hock', 'Erasmus C. Alfano', 'John Di Benedetto', 'Manny Alfaro', 'Thomas Lowry', 'Margaret Smith', 'Richard Mullally', 'Frank Albanese', 'Paul McIsaac', 'Bob Golub', 'Louis Eppolito', 'Tony Lip', 'Mikey Black', 'Peter Cicale', 'Anthony Powers', 'Vincent Pastore', 'Anthony Alessandro', 'Victor Colicchio', 'Mike Contessa', 'Philip Suriano', 'Paul Mougey', 'Norman Barbera', 'Anthony Polemeni', 'James Quattrochi', 'Lawrence Sacco', 'Dino Laudicina', 'Thomas E. Camuti', 'Andrew Scudiero', 'Irving Welzer', 'Jesse Kirtzman', 'Russell Halley', 'Spencer Bradley', 'Bob Altman', 'Joanna Bennett', 'Gayle Lewis', 'Gaetano Lisi', 'Luke Walter', 'Ed Deacy', 'Larry Silvestri', ""John 'Cha Cha' Ciarcia"", 'Vito Picone', 'Janis Corsair', 'Lisa D’Apolito', 'Frank Aquilino', 'Michael Calandrino', 'Vito Antuofermo', 'Vincent Gallo', 'Gaetano LoGiudice', 'Garry Pastore', 'Nicole Burdette', 'Stella Keitel', 'Dominique DeVito', 'Michaelangelo Graziano', 'Paula Kcira', 'Nadine Kay', 'Tony Ellis', 'Peter Onorati', 'Jamie deRoy', 'Joel Blake', 'H. Clay Dear', 'Thomas Hewson', 'Gene Canfield', 'Margaux Guerard', 'Violet Gaynor', 'Tobin Bell', 'Berlinda Tolbert', 'Nancy Cassaro', 'Adam Wandt', 'Joe Gioco', 'Isiah Whitlock Jr.', 'Alyson Jones', 'Ruby Gaynor', 'Bo Dietl', 'Frank Cassini', 'Anthony Caso', 'Lisa Bostnar', 'Billy L. Sullivan', 'Daniela Barbosa', 'Mark Jacobs', 'Vito Balsamo', 'Peter Fain']";['Winkler Films'];https://letterboxd.com//film/goodfellas/
Neon Genesis Evangelion: The End of Evangelion;1997;Hideaki Anno, Kazuya Tsurumaki;['Science Fiction', 'Drama', 'Action', 'Animation'];4;4.46;87;['Japan'];Japanese;['Japanese'];337367;65995;147696;['Megumi Ogata', 'Megumi Hayashibara', 'Kotono Mitsuishi', 'Yuko Miyamura', 'Fumihiko Tachiki', 'Miki Nagasawa', 'Takehito Koyasu', 'Hiro Yuuki', 'Yuriko Yamaguchi', 'Motomu Kiyokawa', 'Akira Ishida', 'Mugihito'];['GAINAX', 'movic', 'Star Child Recording', 'TV Tokyo', 'Production I.G', 'KADOKAWA Shoten', 'Toei Company', 'SEGA'];https://letterboxd.com//film/neon-genesis-evangelion-the-end-of-evangelion/
